Timestamp,Turbine_ID,Wind_Speed,Power_Output,Temperature,Downtime
2025-06-02 00:00:00,T4,3.92,0.6,37.9,0
2025-06-02 00:00:00,T5,9.98,9.94,38.1,0
2025-06-02 01:00:00,T1,8.43,5.99,28.1,0
2025-06-02 01:00:00,T2,11.82,16.51,19.8,0
2025-06-02 01:00:00,T3,24.34,144.2,26.3,15
2025-06-02 01:00:00,T4,12.76,20.78,40.3,0
2025-06-02 01:00:00,T5,18.64,64.76,32.7,0
2025-06-02 02:00:00,T1,7.2,3.73,22.7,0
2025-06-02 02:00:00,T2,20.52,86.4,29.1,0
2025-06-02 02:00:00,T3,7.15,3.66,25.6,0
2025-06-02 02:00:00,T4,11.1,13.68,26.0,0
2025-06-02 02:00:00,T5,3.48,0.42,33.7,0
2025-06-02 03:00:00,T1,10.08,10.24,27.3,0
2025-06-02 03:00:00,T2,22.28,110.6,41.0,0
2025-06-02 03:00:00,T3,20.11,81.33,44.9,0
2025-06-02 03:00:00,T4,17.9,57.35,25.4,0
2025-06-02 03:00:00,T5,22.03,106.92,17.2,0
2025-06-02 04:00:00,T1,15.68,38.55,45.0,0
2025-06-02 04:00:00,T2,21.53,99.8,32.8,0
2025-06-02 04:00:00,T3,22.03,106.92,27.3,0
2025-06-02 04:00:00,T4,24.29,143.31,29.8,0
2025-06-02 04:00:00,T5,7.2,3.73,42.3,5
2025-06-02 05:00:00,T1,12.63,20.15,34.4,0
2025-06-02 05:00:00,T2,8.02,5.16,26.4,0
2025-06-02 05:00:00,T3,10.78,12.53,34.4,0
2025-06-02 05:00:00,T4,10.97,13.2,32.9,0
2025-06-02 05:00:00,T5,17.29,51.69,33.1,0
2025-06-02 06:00:00,T1,5.18,1.39,17.4,0
2025-06-02 06:00:00,T2,16.9,48.27,24.1,0
2025-06-02 06:00:00,T3,7.35,3.97,36.7,0
2025-06-02 06:00:00,T4,15.78,39.29,41.9,0
2025-06-02 06:00:00,T5,10.07,10.21,22.8,0
2025-06-02 07:00:00,T1,7.81,4.76,33.4,0
2025-06-02 07:00:00,T2,23.31,126.66,29.0,0
2025-06-02 07:00:00,T3,22.64,116.05,23.8,0
2025-06-02 07:00:00,T4,12.48,19.44,20.3,0
2025-06-02 07:00:00,T5,11.97,17.15,27.3,0
2025-06-02 08:00:00,T1,11.55,15.41,29.3,0
2025-06-02 08:00:00,T2,4.1,0.69,25.0,0
2025-06-02 08:00:00,T3,7.96,5.04,28.1,0
2025-06-02 08:00:00,T4,5.2,1.41,42.7,0
2025-06-02 08:00:00,T5,24.71,150.88,44.1,0
2025-06-02 09:00:00,T1,5.6,1.76,20.1,0
2025-06-02 09:00:00,T2,22.87,119.62,28.0,0
2025-06-02 09:00:00,T3,12.78,20.87,39.8,0
2025-06-02 09:00:00,T4,13.27,23.37,16.4,10
2025-06-02 09:00:00,T5,17.52,53.78,18.1,0
2025-06-02 10:00:00,T1,24.78,152.16,40.4,0
2025-06-02 10:00:00,T2,17.9,57.35,24.2,0
2025-06-02 10:00:00,T3,16.48,44.76,21.4,0
2025-06-02 10:00:00,T4,10.57,11.81,28.3,0
2025-06-02 10:00:00,T5,11.38,14.74,23.7,0
2025-06-02 11:00:00,T1,20.23,82.79,43.4,10
2025-06-02 11:00:00,T2,21.04,93.14,38.0,15
2025-06-02 11:00:00,T3,21.53,99.8,22.6,0
2025-06-02 11:00:00,T4,6.59,2.86,36.6,0
2025-06-02 11:00:00,T5,19.29,71.78,22.0,0
2025-06-02 12:00:00,T1,20.58,87.16,35.9,0
2025-06-02 12:00:00,T2,12.16,17.98,31.7,0
2025-06-02 12:00:00,T3,15.36,36.24,25.1,0
2025-06-02 12:00:00,T4,4.6,0.97,28.5,0
2025-06-02 12:00:00,T5,7.71,4.58,20.1,0
2025-06-02 13:00:00,T1,19.26,71.44,34.8,0
2025-06-02 13:00:00,T2,24.42,145.63,35.2,0
2025-06-02 13:00:00,T3,21.89,104.89,33.1,0
2025-06-02 13:00:00,T4,3.21,0.33,18.1,0
2025-06-02 13:00:00,T5,6.7,3.01,34.6,0
2025-06-02 14:00:00,T1,3.62,0.47,24.4,15
2025-06-02 14:00:00,T2,3.97,0.63,26.1,0
2025-06-02 14:00:00,T3,10.89,12.91,16.1,15
2025-06-02 14:00:00,T4,7.44,4.12,22.8,0
2025-06-02 14:00:00,T5,19.8,77.62,18.5,0
2025-06-02 15:00:00,T1,24.16,141.02,31.0,0
2025-06-02 15:00:00,T2,22.01,106.63,22.1,0
2025-06-02 15:00:00,T3,6.3,2.5,43.0,0
2025-06-02 15:00:00,T4,13.48,24.49,26.0,0
2025-06-02 15:00:00,T5,6.0,2.16,28.4,0
2025-06-02 16:00:00,T1,18.8,66.45,41.0,0
2025-06-02 16:00:00,T2,4.92,1.19,20.4,0
2025-06-02 16:00:00,T3,6.05,2.21,28.7,0
2025-06-02 16:00:00,T4,24.62,149.23,30.7,0
2025-06-02 16:00:00,T5,14.87,32.88,44.3,0
2025-06-02 17:00:00,T1,18.87,67.19,33.9,0
2025-06-02 17:00:00,T2,24.04,138.93,37.7,0
2025-06-02 17:00:00,T3,4.09,0.68,44.1,0
2025-06-02 17:00:00,T4,24.85,153.45,18.4,0
2025-06-02 17:00:00,T5,15.57,37.75,32.1,0
2025-06-02 18:00:00,T1,6.33,2.54,18.9,0
2025-06-02 18:00:00,T2,20.46,85.65,28.1,0
2025-06-02 18:00:00,T3,4.07,0.67,37.4,0
2025-06-02 18:00:00,T4,22.8,118.52,15.7,0
2025-06-02 18:00:00,T5,11.9,16.85,29.1,0
2025-06-02 19:00:00,T1,11.25,14.24,19.1,0
2025-06-02 19:00:00,T2,12.1,17.72,40.5,0
2025-06-02 19:00:00,T3,8.59,6.34,22.0,0
2025-06-02 19:00:00,T4,8.56,6.27,39.9,0
2025-06-02 19:00:00,T5,17.88,57.16,23.9,0
2025-06-02 20:00:00,T1,19.34,72.34,17.8,0
2025-06-02 20:00:00,T2,7.48,4.19,24.7,0
2025-06-02 20:00:00,T3,8.84,6.91,21.3,0
2025-06-02 20:00:00,T4,10.08,10.24,44.2,0
2025-06-02 20:00:00,T5,13.6,25.15,16.4,10
2025-06-02 21:00:00,T1,17.97,58.03,41.3,0
2025-06-02 21:00:00,T2,6.7,3.01,35.6,0
2025-06-02 21:00:00,T3,17.18,50.71,30.7,0
2025-06-02 21:00:00,T4,23.58,131.11,23.6,0
2025-06-02 21:00:00,T5,5.74,1.89,31.9,0
2025-06-02 22:00:00,T1,15.5,37.24,18.5,0
2025-06-02 22:00:00,T2,13.82,26.4,25.1,0
2025-06-02 22:00:00,T3,3.39,0.39,27.3,0
2025-06-02 22:00:00,T4,7.82,4.78,23.4,0
2025-06-02 22:00:00,T5,4.15,0.71,40.2,0
2025-06-02 23:00:00,T1,14.69,31.7,39.3,0
2025-06-02 23:00:00,T2,10.63,12.01,33.2,0
2025-06-02 23:00:00,T3,18.95,68.05,17.5,0
2025-06-02 23:00:00,T4,12.1,17.72,23.5,0
2025-06-02 23:00:00,T5,8.52,6.18,29.6,0
2025-06-03 00:00:00,T1,3.02,0.28,37.1,0
2025-06-03 00:00:00,T2,17.92,57.55,31.8,0
2025-06-03 00:00:00,T3,19.09,69.57,33.2,0
2025-06-03 00:00:00,T4,3.0,0.27,24.2,0
2025-06-03 00:00:00,T5,8.23,5.57,16.5,0
2025-06-03 01:00:00,T1,18.89,67.41,36.1,0
2025-06-03 01:00:00,T2,19.2,70.78,24.7,0
2025-06-03 01:00:00,T3,17.24,51.24,20.5,0
2025-06-03 01:00:00,T4,18.58,64.14,21.6,0
2025-06-03 01:00:00,T5,6.95,3.36,37.1,0
2025-06-03 02:00:00,T1,19.96,79.52,40.3,0
2025-06-03 02:00:00,T2,18.82,66.66,33.8,0
2025-06-03 02:00:00,T3,17.22,51.06,25.8,0
2025-06-03 02:00:00,T4,17.23,51.15,38.9,0
2025-06-03 02:00:00,T5,14.32,29.36,36.3,0
2025-06-03 03:00:00,T1,19.05,69.13,43.1,0
2025-06-03 03:00:00,T2,4.49,0.91,18.3,0
2025-06-03 03:00:00,T3,22.32,111.19,36.8,0
2025-06-03 03:00:00,T4,24.12,140.32,22.0,0
2025-06-03 03:00:00,T5,9.58,8.79,30.1,0
2025-06-03 04:00:00,T1,6.75,3.08,38.9,0
2025-06-03 04:00:00,T2,16.09,41.66,30.2,0
2025-06-03 04:00:00,T3,18.03,58.61,26.7,0
2025-06-03 04:00:00,T4,6.68,2.98,39.4,0
2025-06-03 04:00:00,T5,7.53,4.27,23.2,0
2025-06-03 05:00:00,T1,4.75,1.07,34.6,0
2025-06-03 05:00:00,T2,22.53,114.36,31.1,0
2025-06-03 05:00:00,T3,3.54,0.44,21.9,0
2025-06-03 05:00:00,T4,13.5,24.6,28.3,0
2025-06-03 05:00:00,T5,14.03,27.62,35.2,0
2025-06-03 06:00:00,T1,7.23,3.78,33.1,0
2025-06-03 06:00:00,T2,20.08,80.96,24.5,0
2025-06-03 06:00:00,T3,6.89,3.27,34.9,0
2025-06-03 06:00:00,T4,8.74,6.68,15.2,5
2025-06-03 06:00:00,T5,22.34,111.49,35.0,0
2025-06-03 07:00:00,T1,5.79,1.94,18.7,10
2025-06-03 07:00:00,T2,8.19,5.49,38.1,0
2025-06-03 07:00:00,T3,18.77,66.13,43.3,0
2025-06-03 07:00:00,T4,9.14,7.64,31.8,0
2025-06-03 07:00:00,T5,4.37,0.83,26.2,0
2025-06-03 08:00:00,T1,12.67,20.34,42.4,5
2025-06-03 08:00:00,T2,9.06,7.44,17.6,0
2025-06-03 08:00:00,T3,18.74,65.81,38.2,0
2025-06-03 08:00:00,T4,24.43,145.8,34.6,0
2025-06-03 08:00:00,T5,23.71,133.29,39.7,0
2025-06-03 09:00:00,T1,20.94,91.82,20.6,0
2025-06-03 09:00:00,T2,21.77,103.18,16.4,0
2025-06-03 09:00:00,T3,24.65,149.78,36.6,0
2025-06-03 09:00:00,T4,17.28,51.6,26.5,0
2025-06-03 09:00:00,T5,13.17,22.84,40.8,10
2025-06-03 10:00:00,T1,6.56,2.82,34.3,0
2025-06-03 10:00:00,T2,19.28,71.67,29.2,0
2025-06-03 10:00:00,T3,12.19,18.11,35.2,0
2025-06-03 10:00:00,T4,16.14,42.04,31.1,0
2025-06-03 10:00:00,T5,5.88,2.03,44.4,0
2025-06-03 11:00:00,T1,9.24,7.89,32.6,0
2025-06-03 11:00:00,T2,21.11,94.07,15.8,0
2025-06-03 11:00:00,T3,18.77,66.13,37.7,5
2025-06-03 11:00:00,T4,18.68,65.18,38.3,0
2025-06-03 11:00:00,T5,3.83,0.56,30.0,0
2025-06-03 12:00:00,T1,13.52,24.71,15.5,0
2025-06-03 12:00:00,T2,13.03,22.12,19.4,0
2025-06-03 12:00:00,T3,5.31,1.5,33.7,0
2025-06-03 12:00:00,T4,20.55,86.78,37.6,0
2025-06-03 12:00:00,T5,21.0,92.61,42.7,0
2025-06-03 13:00:00,T1,11.44,14.97,15.6,0
2025-06-03 13:00:00,T2,9.77,9.33,44.4,5
2025-06-03 13:00:00,T3,3.74,0.52,21.2,0
2025-06-03 13:00:00,T4,21.61,100.92,36.6,0
2025-06-03 13:00:00,T5,15.1,34.43,43.5,0
2025-06-03 14:00:00,T1,13.06,22.28,44.7,0
2025-06-03 14:00:00,T2,13.61,25.21,25.0,0
2025-06-03 14:00:00,T3,23.3,126.49,42.0,0
2025-06-03 14:00:00,T4,21.02,92.87,41.5,0
2025-06-03 14:00:00,T5,5.19,1.4,34.8,0
2025-06-03 15:00:00,T1,4.12,0.7,16.2,0
2025-06-03 15:00:00,T2,19.14,70.12,24.8,10
2025-06-03 15:00:00,T3,23.89,136.35,26.1,0
2025-06-03 15:00:00,T4,10.64,12.05,27.7,0
2025-06-03 15:00:00,T5,11.72,16.1,27.4,0
2025-06-03 16:00:00,T1,14.63,31.31,18.7,0
2025-06-03 16:00:00,T2,21.06,93.41,26.5,0
2025-06-03 16:00:00,T3,11.28,14.35,40.9,0
2025-06-03 16:00:00,T4,10.96,13.17,38.0,0
2025-06-03 16:00:00,T5,8.85,6.93,16.1,0
2025-06-03 17:00:00,T1,16.44,44.43,16.8,0
2025-06-03 17:00:00,T2,19.68,76.22,36.6,10
2025-06-03 17:00:00,T3,4.92,1.19,41.5,0
2025-06-03 17:00:00,T4,9.62,8.9,44.4,0
2025-06-03 17:00:00,T5,10.66,12.11,43.5,0
2025-06-03 18:00:00,T1,19.27,71.56,28.1,0
2025-06-03 18:00:00,T2,6.22,2.41,30.3,0
2025-06-03 18:00:00,T3,3.3,0.36,32.1,0
2025-06-03 18:00:00,T4,15.89,40.12,31.9,0
2025-06-03 18:00:00,T5,11.05,13.49,37.9,0
2025-06-03 19:00:00,T1,18.14,59.69,40.3,0
2025-06-03 19:00:00,T2,5.17,1.38,25.7,0
2025-06-03 19:00:00,T3,15.67,38.48,35.2,0
2025-06-03 19:00:00,T4,18.92,67.73,30.0,0
2025-06-03 19:00:00,T5,19.41,73.13,43.3,0
2025-06-03 20:00:00,T1,22.45,113.15,17.5,15
2025-06-03 20:00:00,T2,21.96,105.9,16.9,0
2025-06-03 20:00:00,T3,3.77,0.54,30.6,0
2025-06-03 20:00:00,T4,5.22,1.42,18.8,0
2025-06-03 20:00:00,T5,22.54,114.51,33.6,0
2025-06-03 21:00:00,T1,8.44,6.01,38.2,0
2025-06-03 21:00:00,T2,15.26,35.54,40.8,0
2025-06-03 21:00:00,T3,6.69,2.99,35.3,0
2025-06-03 21:00:00,T4,14.03,27.62,17.5,0
2025-06-03 21:00:00,T5,14.58,30.99,38.4,0
2025-06-03 22:00:00,T1,8.92,7.1,22.4,0
2025-06-03 22:00:00,T2,13.01,22.02,29.9,0
2025-06-03 22:00:00,T3,18.8,66.45,30.6,0
2025-06-03 22:00:00,T4,8.76,6.72,25.0,10
2025-06-03 22:00:00,T5,23.5,129.78,15.1,0
2025-06-03 23:00:00,T1,18.99,68.48,44.8,0
2025-06-03 23:00:00,T2,13.38,23.95,22.3,0
2025-06-03 23:00:00,T3,16.33,43.55,25.0,0
2025-06-03 23:00:00,T4,11.14,13.82,20.8,0
2025-06-03 23:00:00,T5,6.52,2.77,36.6,0
2025-06-04 00:00:00,T1,3.3,0.36,31.6,0
2025-06-04 00:00:00,T2,15.99,40.88,29.2,10
2025-06-04 00:00:00,T3,22.42,112.7,28.1,5
2025-06-04 00:00:00,T4,21.57,100.36,26.2,0
2025-06-04 00:00:00,T5,5.29,1.48,39.1,0
2025-06-04 01:00:00,T1,5.05,1.29,34.7,0
2025-06-04 01:00:00,T2,14.7,31.77,27.5,0
2025-06-04 01:00:00,T3,17.25,51.33,15.1,0
2025-06-04 01:00:00,T4,6.08,2.25,29.6,0
2025-06-04 01:00:00,T5,8.63,6.43,18.7,0
2025-06-04 02:00:00,T1,10.98,13.24,22.7,0
2025-06-04 02:00:00,T2,10.08,10.24,36.8,0
2025-06-04 02:00:00,T3,8.23,5.57,17.3,0
2025-06-04 02:00:00,T4,10.91,12.99,24.6,0
2025-06-04 02:00:00,T5,6.32,2.52,19.6,0
2025-06-04 03:00:00,T1,17.52,53.78,27.2,0
2025-06-04 03:00:00,T2,13.3,23.53,32.4,0
2025-06-04 03:00:00,T3,16.83,47.67,44.2,0
2025-06-04 03:00:00,T4,7.62,4.42,28.6,0
2025-06-04 03:00:00,T5,18.6,64.35,25.7,0
2025-06-04 04:00:00,T1,21.17,94.88,24.4,0
2025-06-04 04:00:00,T2,19.73,76.8,38.4,0
2025-06-04 04:00:00,T3,17.56,54.15,39.9,0
2025-06-04 04:00:00,T4,16.91,48.35,40.4,0
2025-06-04 04:00:00,T5,17.82,56.59,28.4,0
2025-06-04 05:00:00,T1,4.36,0.83,26.7,0
2025-06-04 05:00:00,T2,15.6,37.96,44.8,0
2025-06-04 05:00:00,T3,12.41,19.11,22.0,0
2025-06-04 05:00:00,T4,8.15,5.41,35.1,0
2025-06-04 05:00:00,T5,16.62,45.91,35.8,0
2025-06-04 06:00:00,T1,4.0,0.64,36.0,0
2025-06-04 06:00:00,T2,15.77,39.22,44.9,0
2025-06-04 06:00:00,T3,16.95,48.7,40.8,0
2025-06-04 06:00:00,T4,8.2,5.51,30.4,0
2025-06-04 06:00:00,T5,10.51,11.61,24.1,0
2025-06-04 07:00:00,T1,23.47,129.28,33.4,0
2025-06-04 07:00:00,T2,10.23,10.71,34.5,0
2025-06-04 07:00:00,T3,7.49,4.2,23.5,0
2025-06-04 07:00:00,T4,4.75,1.07,28.7,10
2025-06-04 07:00:00,T5,16.42,44.27,18.5,0
2025-06-04 08:00:00,T1,6.46,2.7,24.4,0
2025-06-04 08:00:00,T2,5.37,1.55,23.0,0
2025-06-04 08:00:00,T3,4.67,1.02,17.0,0
2025-06-04 08:00:00,T4,10.11,10.33,43.1,0
2025-06-04 08:00:00,T5,11.82,16.51,36.8,0
2025-06-04 09:00:00,T1,19.53,74.49,39.1,0
2025-06-04 09:00:00,T2,8.46,6.05,30.1,0
2025-06-04 09:00:00,T3,6.37,2.58,32.9,0
2025-06-04 09:00:00,T4,4.19,0.74,30.6,5
2025-06-04 09:00:00,T5,19.99,79.88,26.6,0
2025-06-04 10:00:00,T1,18.0,58.32,18.2,0
2025-06-04 10:00:00,T2,9.45,8.44,40.3,0
2025-06-04 10:00:00,T3,10.79,12.56,25.1,0
2025-06-04 10:00:00,T4,22.01,106.63,31.4,0
2025-06-04 10:00:00,T5,11.27,14.31,25.6,0
2025-06-04 11:00:00,T1,10.19,10.58,21.1,0
2025-06-04 11:00:00,T2,17.63,54.8,40.2,0
2025-06-04 11:00:00,T3,3.56,0.45,26.7,0
2025-06-04 11:00:00,T4,6.11,2.28,44.7,0
2025-06-04 11:00:00,T5,14.62,31.25,20.7,0
2025-06-04 12:00:00,T1,18.82,66.66,41.9,0
2025-06-04 12:00:00,T2,9.23,7.86,33.0,0
2025-06-04 12:00:00,T3,16.88,48.1,16.9,0
2025-06-04 12:00:00,T4,21.79,103.46,43.3,0
2025-06-04 12:00:00,T5,21.03,93.01,15.6,0
2025-06-04 13:00:00,T1,21.07,93.54,26.9,0
2025-06-04 13:00:00,T2,10.63,12.01,24.5,0
2025-06-04 13:00:00,T3,14.47,30.3,27.8,0
2025-06-04 13:00:00,T4,7.53,4.27,35.5,0
2025-06-04 13:00:00,T5,5.55,1.71,35.6,0
2025-06-04 14:00:00,T1,23.63,131.94,43.2,0
2025-06-04 14:00:00,T2,21.44,98.55,23.5,0
2025-06-04 14:00:00,T3,4.85,1.14,36.6,0
2025-06-04 14:00:00,T4,5.87,2.02,26.0,0
2025-06-04 14:00:00,T5,19.61,75.41,30.0,0
2025-06-04 15:00:00,T1,11.36,14.66,17.0,0
2025-06-04 15:00:00,T2,11.02,13.38,15.1,0
2025-06-04 15:00:00,T3,21.61,100.92,27.7,0
2025-06-04 15:00:00,T4,5.12,1.34,32.5,0
2025-06-04 15:00:00,T5,19.76,77.15,32.1,0
2025-06-04 16:00:00,T1,21.41,98.14,25.6,0
2025-06-04 16:00:00,T2,9.92,9.76,39.3,0
2025-06-04 16:00:00,T3,23.39,127.96,37.9,15
2025-06-04 16:00:00,T4,21.95,105.76,39.5,0
2025-06-04 16:00:00,T5,5.15,1.37,18.7,0
2025-06-04 17:00:00,T1,16.05,41.35,19.5,0
2025-06-04 17:00:00,T2,4.7,1.04,42.7,0
2025-06-04 17:00:00,T3,14.11,28.09,39.3,0
2025-06-04 17:00:00,T4,9.14,7.64,19.8,0
2025-06-04 17:00:00,T5,18.24,60.68,19.0,0
2025-06-04 18:00:00,T1,24.79,152.35,15.1,0
2025-06-04 18:00:00,T2,17.86,56.97,24.6,0
2025-06-04 18:00:00,T3,23.97,137.72,20.3,0
2025-06-04 18:00:00,T4,15.13,34.64,16.2,0
2025-06-04 18:00:00,T5,14.94,33.35,28.1,0
2025-06-04 19:00:00,T1,6.56,2.82,44.0,0
2025-06-04 19:00:00,T2,18.27,60.98,21.4,0
2025-06-04 19:00:00,T3,4.3,0.8,24.1,0
2025-06-04 19:00:00,T4,12.09,17.67,40.8,0
2025-06-04 19:00:00,T5,4.68,1.03,23.4,0
2025-06-04 20:00:00,T1,5.66,1.81,42.8,0
2025-06-04 20:00:00,T2,3.98,0.63,40.5,10
2025-06-04 20:00:00,T3,8.95,7.17,25.7,0
2025-06-04 20:00:00,T4,18.41,62.4,35.9,0
