Timestamp,Turbine_ID,Wind_Speed,Power_Output,Temperature,Downtime,Date,Hour,Weekday,Prev_Output,Drop_%
2025-06-02 07:00:00,T1,7.81,4.76,33.4,0,2025-06-02,7,Monday,1.39,-242.44604316546764
2025-06-02 08:00:00,T1,11.55,15.41,29.3,0,2025-06-02,8,Monday,4.76,-223.73949579831933
2025-06-02 09:00:00,T1,5.6,1.76,20.1,0,2025-06-02,9,Monday,15.41,88.57884490590526
2025-06-02 10:00:00,T1,24.78,152.16,40.4,0,2025-06-02,10,Monday,1.76,-8545.454545454546
2025-06-02 11:00:00,T1,20.23,82.79,43.4,10,2025-06-02,11,Monday,152.16,45.59016824395373
2025-06-02 12:00:00,T1,20.58,87.16,35.9,0,2025-06-02,12,Monday,82.79,-5.278415267544377
2025-06-02 13:00:00,T1,19.26,71.44,34.8,0,2025-06-02,13,Monday,87.16,18.035796236805872
2025-06-02 14:00:00,T1,3.62,0.47,24.4,15,2025-06-02,14,Monday,71.44,99.3421052631579
2025-06-02 15:00:00,T1,24.16,141.02,31.0,0,2025-06-02,15,Monday,0.47,-29904.25531914894
2025-06-02 16:00:00,T1,18.8,66.45,41.0,0,2025-06-02,16,Monday,141.02,52.87902425187917
2025-06-02 17:00:00,T1,18.87,67.19,33.9,0,2025-06-02,17,Monday,66.45,-1.1136192626034536
2025-06-02 18:00:00,T1,6.33,2.54,18.9,0,2025-06-02,18,Monday,67.19,96.21967554695638
2025-06-02 19:00:00,T1,11.25,14.24,19.1,0,2025-06-02,19,Monday,2.54,-460.6299212598425
2025-06-02 20:00:00,T1,19.34,72.34,17.8,0,2025-06-02,20,Monday,14.24,-408.00561797752806
2025-06-02 21:00:00,T1,17.97,58.03,41.3,0,2025-06-02,21,Monday,72.34,19.781586950511475
2025-06-02 22:00:00,T1,15.5,37.24,18.5,0,2025-06-02,22,Monday,58.03,35.82629674306393
2025-06-02 23:00:00,T1,14.69,31.7,39.3,0,2025-06-02,23,Monday,37.24,14.8764769065521
2025-06-03 00:00:00,T1,3.02,0.28,37.1,0,2025-06-03,0,Tuesday,31.7,99.1167192429022
2025-06-03 01:00:00,T1,18.89,67.41,36.1,0,2025-06-03,1,Tuesday,0.28,-23974.999999999996
2025-06-03 02:00:00,T1,19.96,79.52,40.3,0,2025-06-03,2,Tuesday,67.41,-17.964693665628246
2025-06-03 03:00:00,T1,19.05,69.13,43.1,0,2025-06-03,3,Tuesday,79.52,13.065895372233403
2025-06-03 04:00:00,T1,6.75,3.08,38.9,0,2025-06-03,4,Tuesday,69.13,95.5446260668306
2025-06-03 05:00:00,T1,4.75,1.07,34.6,0,2025-06-03,5,Tuesday,3.08,65.25974025974025
2025-06-03 06:00:00,T1,7.23,3.78,33.1,0,2025-06-03,6,Tuesday,1.07,-253.27102803738316
2025-06-03 07:00:00,T1,5.79,1.94,18.7,10,2025-06-03,7,Tuesday,3.78,48.67724867724868
2025-06-03 08:00:00,T1,12.67,20.34,42.4,5,2025-06-03,8,Tuesday,1.94,-948.4536082474227
2025-06-03 09:00:00,T1,20.94,91.82,20.6,0,2025-06-03,9,Tuesday,20.34,-351.425762045231
2025-06-03 10:00:00,T1,6.56,2.82,34.3,0,2025-06-03,10,Tuesday,91.82,96.92877368764977
2025-06-03 11:00:00,T1,9.24,7.89,32.6,0,2025-06-03,11,Tuesday,2.82,-179.78723404255322
2025-06-03 12:00:00,T1,13.52,24.71,15.5,0,2025-06-03,12,Tuesday,7.89,-213.18124207858048
2025-06-03 13:00:00,T1,11.44,14.97,15.6,0,2025-06-03,13,Tuesday,24.71,39.417239983812216
2025-06-03 14:00:00,T1,13.06,22.28,44.7,0,2025-06-03,14,Tuesday,14.97,-48.8309953239813
2025-06-03 15:00:00,T1,4.12,0.7,16.2,0,2025-06-03,15,Tuesday,22.28,96.85816876122082
2025-06-03 16:00:00,T1,14.63,31.31,18.7,0,2025-06-03,16,Tuesday,0.7,-4372.857142857143
2025-06-03 17:00:00,T1,16.44,44.43,16.8,0,2025-06-03,17,Tuesday,31.31,-41.903545193229
2025-06-03 18:00:00,T1,19.27,71.56,28.1,0,2025-06-03,18,Tuesday,44.43,-61.06234526221023
2025-06-03 19:00:00,T1,18.14,59.69,40.3,0,2025-06-03,19,Tuesday,71.56,16.58747903856904
2025-06-03 20:00:00,T1,22.45,113.15,17.5,15,2025-06-03,20,Tuesday,59.69,-89.56274082760933
2025-06-03 21:00:00,T1,8.44,6.01,38.2,0,2025-06-03,21,Tuesday,113.15,94.68846663720724
2025-06-03 22:00:00,T1,8.92,7.1,22.4,0,2025-06-03,22,Tuesday,6.01,-18.136439267886853
2025-06-03 23:00:00,T1,18.99,68.48,44.8,0,2025-06-03,23,Tuesday,7.1,-864.5070422535213
2025-06-04 00:00:00,T1,3.3,0.36,31.6,0,2025-06-04,0,Wednesday,68.48,99.47429906542055
2025-06-04 01:00:00,T1,5.05,1.29,34.7,0,2025-06-04,1,Wednesday,0.36,-258.33333333333337
2025-06-04 02:00:00,T1,10.98,13.24,22.7,0,2025-06-04,2,Wednesday,1.29,-926.3565891472867
2025-06-04 03:00:00,T1,17.52,53.78,27.2,0,2025-06-04,3,Wednesday,13.24,-306.19335347432025
2025-06-04 04:00:00,T1,21.17,94.88,24.4,0,2025-06-04,4,Wednesday,53.78,-76.42246188174042
2025-06-04 05:00:00,T1,4.36,0.83,26.7,0,2025-06-04,5,Wednesday,94.88,99.1252107925801
2025-06-04 06:00:00,T1,4.0,0.64,36.0,0,2025-06-04,6,Wednesday,0.83,22.891566265060238
2025-06-04 07:00:00,T1,23.47,129.28,33.4,0,2025-06-04,7,Wednesday,0.64,-20100.000000000004
2025-06-04 08:00:00,T1,6.46,2.7,24.4,0,2025-06-04,8,Wednesday,129.28,97.9115099009901
2025-06-04 09:00:00,T1,19.53,74.49,39.1,0,2025-06-04,9,Wednesday,2.7,-2658.8888888888887
2025-06-04 10:00:00,T1,18.0,58.32,18.2,0,2025-06-04,10,Wednesday,74.49,21.707611759967776
2025-06-04 11:00:00,T1,10.19,10.58,21.1,0,2025-06-04,11,Wednesday,58.32,81.85871056241427
2025-06-04 12:00:00,T1,18.82,66.66,41.9,0,2025-06-04,12,Wednesday,10.58,-530.0567107750472
2025-06-04 13:00:00,T1,21.07,93.54,26.9,0,2025-06-04,13,Wednesday,66.66,-40.32403240324034
2025-06-04 14:00:00,T1,23.63,131.94,43.2,0,2025-06-04,14,Wednesday,93.54,-41.05195638229633
2025-06-04 15:00:00,T1,11.36,14.66,17.0,0,2025-06-04,15,Wednesday,131.94,88.8888888888889
2025-06-04 16:00:00,T1,21.41,98.14,25.6,0,2025-06-04,16,Wednesday,14.66,-569.4406548431105
2025-06-04 17:00:00,T1,16.05,41.35,19.5,0,2025-06-04,17,Wednesday,98.14,57.86631342979417
2025-06-04 18:00:00,T1,24.79,152.35,15.1,0,2025-06-04,18,Wednesday,41.35,-268.4401451027811
2025-06-04 19:00:00,T1,6.56,2.82,44.0,0,2025-06-04,19,Wednesday,152.35,98.148999015425
2025-06-04 20:00:00,T1,5.66,1.81,42.8,0,2025-06-04,20,Wednesday,2.82,35.81560283687943
2025-06-04 21:00:00,T1,14.1,28.03,41.6,0,2025-06-04,21,Wednesday,1.81,-1448.6187845303868
2025-06-04 22:00:00,T1,18.5,63.32,36.6,0,2025-06-04,22,Wednesday,28.03,-125.90082054941134
2025-06-04 23:00:00,T1,18.91,67.62,21.6,0,2025-06-04,23,Wednesday,63.32,-6.790903348073285
2025-06-05 00:00:00,T1,14.94,33.35,18.6,0,2025-06-05,0,Thursday,67.62,50.68027210884354
2025-06-05 01:00:00,T1,12.57,19.86,27.9,0,2025-06-05,1,Thursday,33.35,40.44977511244378
2025-06-05 02:00:00,T1,14.79,32.35,30.7,0,2025-06-05,2,Thursday,19.86,-62.89023162134946
2025-06-05 03:00:00,T1,10.86,12.81,20.5,0,2025-06-05,3,Thursday,32.35,60.4018547140649
2025-06-05 04:00:00,T1,15.46,36.95,28.5,0,2025-06-05,4,Thursday,12.81,-188.44652615144417
2025-06-05 05:00:00,T1,3.24,0.34,41.6,0,2025-06-05,5,Thursday,36.95,99.07983761840325
2025-06-05 06:00:00,T1,17.88,57.16,43.7,0,2025-06-05,6,Thursday,0.34,-16711.76470588235
2025-06-05 07:00:00,T1,14.59,31.06,34.5,0,2025-06-05,7,Thursday,57.16,45.661301609517146
2025-06-05 08:00:00,T1,18.37,61.99,23.2,0,2025-06-05,8,Thursday,31.06,-99.58145524790729
2025-06-05 09:00:00,T1,15.32,35.96,19.5,0,2025-06-05,9,Thursday,61.99,41.99064365220197
2025-06-05 10:00:00,T1,14.34,29.49,43.4,0,2025-06-05,10,Thursday,35.96,17.992213570634043
2025-06-05 11:00:00,T1,13.53,24.77,25.2,0,2025-06-05,11,Thursday,29.49,16.005425567989146
2025-06-05 12:00:00,T1,16.08,41.58,40.3,0,2025-06-05,12,Thursday,24.77,-67.86435203875656
2025-06-05 13:00:00,T1,14.62,31.25,36.1,0,2025-06-05,13,Thursday,41.58,24.84367484367484
2025-06-05 14:00:00,T1,18.01,58.42,24.8,0,2025-06-05,14,Thursday,31.25,-86.94400000000002
2025-06-05 15:00:00,T1,19.33,72.23,39.8,10,2025-06-05,15,Thursday,58.42,-23.63916466963369
2025-06-05 16:00:00,T1,7.67,4.51,42.3,0,2025-06-05,16,Thursday,72.23,93.75605704001106
2025-06-05 17:00:00,T1,4.92,1.19,16.1,0,2025-06-05,17,Thursday,4.51,73.61419068736141
2025-06-05 18:00:00,T1,3.84,0.57,37.4,0,2025-06-05,18,Thursday,1.19,52.10084033613446
2025-06-05 19:00:00,T1,15.48,37.09,18.5,0,2025-06-05,19,Thursday,0.57,-6407.017543859651
2025-06-05 20:00:00,T1,22.13,108.38,38.2,0,2025-06-05,20,Thursday,37.09,-192.20814235643027
2025-06-05 21:00:00,T1,6.8,3.14,30.4,0,2025-06-05,21,Thursday,108.38,97.1027864919727
2025-06-05 22:00:00,T1,11.83,16.56,19.8,0,2025-06-05,22,Thursday,3.14,-427.388535031847
2025-06-05 23:00:00,T1,5.5,1.66,35.2,5,2025-06-05,23,Thursday,16.56,89.97584541062803
2025-06-06 00:00:00,T1,12.63,20.15,19.3,0,2025-06-06,0,Friday,1.66,-1113.855421686747
2025-06-06 01:00:00,T1,4.73,1.06,36.2,5,2025-06-06,1,Friday,20.15,94.73945409429281
2025-06-06 02:00:00,T1,6.82,3.17,26.8,0,2025-06-06,2,Friday,1.06,-199.0566037735849
2025-06-06 03:00:00,T1,8.85,6.93,33.9,0,2025-06-06,3,Friday,3.17,-118.61198738170347
2025-06-06 04:00:00,T1,10.27,10.83,41.2,0,2025-06-06,4,Friday,6.93,-56.27705627705628
2025-06-06 05:00:00,T1,23.56,130.78,18.5,0,2025-06-06,5,Friday,10.83,-1107.5715604801478
2025-06-06 06:00:00,T1,9.46,8.47,19.9,0,2025-06-06,6,Friday,130.78,93.52347453739104
2025-06-06 07:00:00,T1,24.88,154.01,16.1,0,2025-06-06,7,Friday,8.47,-1718.2998819362454
2025-06-06 08:00:00,T1,16.52,45.08,37.3,0,2025-06-06,8,Friday,154.01,70.72917343029673
2025-06-06 09:00:00,T1,3.35,0.38,40.7,0,2025-06-06,9,Friday,45.08,99.15705412599823
2025-06-06 10:00:00,T1,9.94,9.82,30.1,0,2025-06-06,10,Friday,0.38,-2484.2105263157896
2025-06-06 11:00:00,T1,21.0,92.61,32.9,0,2025-06-06,11,Friday,9.82,-843.0753564154784
2025-06-06 12:00:00,T1,4.39,0.85,38.6,0,2025-06-06,12,Friday,92.61,99.0821725515603
2025-06-06 13:00:00,T1,10.23,10.71,22.6,0,2025-06-06,13,Friday,0.85,-1160.0000000000002
2025-06-06 14:00:00,T1,20.54,86.66,37.9,0,2025-06-06,14,Friday,10.71,-709.1503267973854
2025-06-06 15:00:00,T1,9.65,8.99,19.7,0,2025-06-06,15,Friday,86.66,89.62612508654513
2025-06-06 16:00:00,T1,4.04,0.66,35.8,0,2025-06-06,16,Friday,8.99,92.65850945494995
2025-06-06 17:00:00,T1,8.02,5.16,30.5,0,2025-06-06,17,Friday,0.66,-681.8181818181818
2025-06-06 18:00:00,T1,23.36,127.47,18.9,0,2025-06-06,18,Friday,5.16,-2370.3488372093025
2025-06-06 19:00:00,T1,16.86,47.93,33.1,5,2025-06-06,19,Friday,127.47,62.39899584215893
2025-06-06 20:00:00,T1,6.96,3.37,31.8,0,2025-06-06,20,Friday,47.93,92.96891299812226
2025-06-06 21:00:00,T1,3.8,0.55,44.1,10,2025-06-06,21,Friday,3.37,83.67952522255193
2025-06-06 22:00:00,T1,9.28,7.99,41.2,0,2025-06-06,22,Friday,0.55,-1352.7272727272727
2025-06-06 23:00:00,T1,13.89,26.8,26.9,10,2025-06-06,23,Friday,7.99,-235.4192740926158
2025-06-07 00:00:00,T1,20.18,82.18,29.2,0,2025-06-07,0,Saturday,26.8,-206.64179104477617
2025-06-07 01:00:00,T1,9.43,8.39,43.5,5,2025-06-07,1,Saturday,82.18,89.79070333414457
2025-06-07 02:00:00,T1,17.99,58.22,44.6,0,2025-06-07,2,Saturday,8.39,-593.9213349225267
2025-06-07 03:00:00,T1,23.56,130.78,37.7,0,2025-06-07,3,Saturday,58.22,-124.63071109584337
2025-06-07 04:00:00,T1,13.63,25.32,44.9,0,2025-06-07,4,Saturday,130.78,80.63924147423154
2025-06-07 05:00:00,T1,15.51,37.31,16.7,0,2025-06-07,5,Saturday,25.32,-47.353870458135866
2025-06-07 06:00:00,T1,8.06,5.24,31.4,15,2025-06-07,6,Saturday,37.31,85.95550790672742
2025-06-07 07:00:00,T1,19.59,75.18,19.8,0,2025-06-07,7,Saturday,5.24,-1334.732824427481
2025-06-07 08:00:00,T1,5.74,1.89,21.7,0,2025-06-07,8,Saturday,75.18,97.48603351955308
2025-06-07 09:00:00,T1,19.85,78.21,42.2,15,2025-06-07,9,Saturday,1.89,-4038.095238095238
2025-06-07 10:00:00,T1,23.14,123.91,29.4,5,2025-06-07,10,Saturday,78.21,-58.432425521033124
2025-06-07 11:00:00,T1,13.31,23.58,15.1,0,2025-06-07,11,Saturday,123.91,80.97005891372771
2025-06-07 12:00:00,T1,12.92,21.57,38.3,0,2025-06-07,12,Saturday,23.58,8.524173027989814
2025-06-07 13:00:00,T1,17.08,49.83,23.6,0,2025-06-07,13,Saturday,21.57,-131.0152990264256
2025-06-07 14:00:00,T1,6.89,3.27,26.8,0,2025-06-07,14,Saturday,49.83,93.43768813967489
2025-06-07 15:00:00,T1,3.12,0.3,24.1,0,2025-06-07,15,Saturday,3.27,90.8256880733945
2025-06-07 16:00:00,T1,6.76,3.09,38.5,0,2025-06-07,16,Saturday,0.3,-930.0000000000001
2025-06-07 17:00:00,T1,12.65,20.24,18.5,0,2025-06-07,17,Saturday,3.09,-555.0161812297735
2025-06-07 18:00:00,T1,7.9,4.93,33.6,0,2025-06-07,18,Saturday,20.24,75.64229249011858
2025-06-07 19:00:00,T1,3.31,0.36,43.6,0,2025-06-07,19,Saturday,4.93,92.69776876267748
2025-06-07 20:00:00,T1,10.98,13.24,37.0,0,2025-06-07,20,Saturday,0.36,-3577.777777777778
2025-06-07 21:00:00,T1,16.37,43.87,44.0,0,2025-06-07,21,Saturday,13.24,-231.34441087613288
2025-06-07 22:00:00,T1,16.45,44.51,41.5,0,2025-06-07,22,Saturday,43.87,-1.458855710052429
2025-06-07 23:00:00,T1,6.64,2.93,19.2,0,2025-06-07,23,Saturday,44.51,93.41720961581666
2025-06-08 00:00:00,T1,20.79,89.86,26.8,0,2025-06-08,0,Sunday,2.93,-2966.8941979522183
2025-06-08 01:00:00,T1,10.87,12.84,17.6,0,2025-06-08,1,Sunday,89.86,85.71110616514578
2025-06-08 02:00:00,T1,9.72,9.18,28.0,0,2025-06-08,2,Sunday,12.84,28.504672897196265
2025-06-08 03:00:00,T1,18.19,60.19,17.5,0,2025-06-08,3,Sunday,9.18,-555.6644880174292
2025-06-08 04:00:00,T1,24.02,138.59,22.4,0,2025-06-08,4,Sunday,60.19,-130.25419504901149
2025-06-08 05:00:00,T1,19.79,77.51,43.2,0,2025-06-08,5,Sunday,138.59,44.07244389927123
2025-06-08 06:00:00,T1,10.87,12.84,31.6,0,2025-06-08,6,Sunday,77.51,83.43439556186298
2025-06-08 07:00:00,T1,24.72,151.06,23.1,0,2025-06-08,7,Sunday,12.84,-1076.4797507788162
2025-06-08 08:00:00,T1,22.52,114.21,25.4,0,2025-06-08,8,Sunday,151.06,24.39428041837681
2025-06-08 09:00:00,T1,15.31,35.89,26.3,0,2025-06-08,9,Sunday,114.21,68.57543122318536
2025-06-08 10:00:00,T1,17.26,51.42,35.9,15,2025-06-08,10,Sunday,35.89,-43.2711061577041
2025-06-08 11:00:00,T1,20.34,84.15,33.5,10,2025-06-08,11,Sunday,51.42,-63.65227537922987
2025-06-08 12:00:00,T1,17.74,55.83,44.0,0,2025-06-08,12,Sunday,84.15,33.654188948306604
2025-06-08 13:00:00,T1,24.17,141.2,37.4,0,2025-06-08,13,Sunday,55.83,-152.91062152964355
2025-06-08 14:00:00,T1,12.69,20.44,31.7,0,2025-06-08,14,Sunday,141.2,85.52407932011332
2025-06-08 15:00:00,T1,7.63,4.44,20.4,0,2025-06-08,15,Sunday,20.44,78.27788649706457
2025-06-08 16:00:00,T1,12.6,20.0,30.4,0,2025-06-08,16,Sunday,4.44,-350.4504504504504
2025-06-08 17:00:00,T1,21.1,93.94,44.3,0,2025-06-08,17,Sunday,20.0,-369.7
2025-06-08 18:00:00,T1,13.98,27.32,31.4,10,2025-06-08,18,Sunday,93.94,70.91760698318076
2025-06-08 19:00:00,T1,7.85,4.84,21.9,0,2025-06-08,19,Sunday,27.32,82.28404099560761
2025-06-08 20:00:00,T1,11.65,15.81,31.2,15,2025-06-08,20,Sunday,4.84,-226.65289256198352
2025-06-08 21:00:00,T1,9.55,8.71,36.3,0,2025-06-08,21,Sunday,15.81,44.90828589500316
2025-06-08 22:00:00,T1,3.76,0.53,24.4,0,2025-06-08,22,Sunday,8.71,93.9150401836969
2025-06-08 23:00:00,T1,9.77,9.33,26.7,0,2025-06-08,23,Sunday,0.53,-1660.377358490566
2025-06-09 00:00:00,T1,13.73,25.88,44.1,0,2025-06-09,0,Monday,9.33,-177.38478027867092
2025-06-09 01:00:00,T1,9.93,9.79,28.4,0,2025-06-09,1,Monday,25.88,62.171561051004645
2025-06-09 02:00:00,T1,16.04,41.27,27.1,0,2025-06-09,2,Monday,9.79,-321.55260469867216
2025-06-09 03:00:00,T1,17.48,53.41,34.7,0,2025-06-09,3,Monday,41.27,-29.416040707535725
2025-06-09 04:00:00,T1,21.49,99.25,28.1,0,2025-06-09,4,Monday,53.41,-85.82662422767274
2025-06-09 05:00:00,T1,14.74,32.03,43.2,0,2025-06-09,5,Monday,99.25,67.727959697733
2025-06-09 06:00:00,T1,5.02,1.27,43.5,0,2025-06-09,6,Monday,32.03,96.03496721823291
2025-06-09 07:00:00,T1,21.14,94.47,27.8,0,2025-06-09,7,Monday,1.27,-7338.582677165354
2025-06-09 08:00:00,T1,14.76,32.16,32.9,0,2025-06-09,8,Monday,94.47,65.95744680851064
2025-06-09 09:00:00,T1,23.99,138.07,22.3,15,2025-06-09,9,Monday,32.16,-329.3221393034826
2025-06-09 10:00:00,T1,20.0,80.0,33.8,0,2025-06-09,10,Monday,138.07,42.05837618599261
2025-06-09 11:00:00,T1,13.57,24.99,20.1,0,2025-06-09,11,Monday,80.0,68.7625
2025-06-09 12:00:00,T1,3.49,0.43,18.0,0,2025-06-09,12,Monday,24.99,98.27931172468988
2025-06-09 13:00:00,T1,9.06,7.44,19.5,0,2025-06-09,13,Monday,0.43,-1630.232558139535
2025-06-09 14:00:00,T1,23.69,132.95,26.1,0,2025-06-09,14,Monday,7.44,-1686.9623655913977
2025-06-09 15:00:00,T1,17.58,54.33,37.8,0,2025-06-09,15,Monday,132.95,59.13501316284317
2025-06-09 16:00:00,T1,23.89,136.35,24.8,0,2025-06-09,16,Monday,54.33,-150.96631695196024
2025-06-09 17:00:00,T1,3.58,0.46,17.2,0,2025-06-09,17,Monday,136.35,99.66263292995966
2025-06-09 18:00:00,T1,3.61,0.47,15.1,0,2025-06-09,18,Monday,0.46,-2.1739130434782505
2025-06-09 19:00:00,T1,19.98,79.76,39.5,0,2025-06-09,19,Monday,0.47,-16870.21276595745
2025-06-09 20:00:00,T1,22.72,117.28,25.3,0,2025-06-09,20,Monday,79.76,-47.04112337011032
2025-06-09 21:00:00,T1,21.61,100.92,28.9,0,2025-06-09,21,Monday,117.28,13.949522510231924
2025-06-09 22:00:00,T1,18.01,58.42,39.9,0,2025-06-09,22,Monday,100.92,42.112564407451444
2025-06-09 23:00:00,T1,14.03,27.62,40.0,5,2025-06-09,23,Monday,58.42,52.72167066073262
2025-06-10 00:00:00,T1,19.54,74.61,36.0,0,2025-06-10,0,Tuesday,27.62,-170.13034033309194
2025-06-10 01:00:00,T1,8.82,6.86,30.8,0,2025-06-10,1,Tuesday,74.61,90.80552204798285
2025-06-10 02:00:00,T1,8.16,5.43,24.2,10,2025-06-10,2,Tuesday,6.86,20.84548104956269
2025-06-10 03:00:00,T1,8.19,5.49,19.3,0,2025-06-10,3,Tuesday,5.43,-1.104972375690617
2025-06-10 04:00:00,T1,5.96,2.12,23.7,0,2025-06-10,4,Tuesday,5.49,61.38433515482695
2025-06-10 05:00:00,T1,12.46,19.34,35.1,0,2025-06-10,5,Tuesday,2.12,-812.2641509433961
2025-06-10 06:00:00,T1,21.12,94.21,39.8,0,2025-06-10,6,Tuesday,19.34,-387.1251292657704
2025-06-10 07:00:00,T1,3.86,0.58,27.7,0,2025-06-10,7,Tuesday,94.21,99.38435410253689
2025-06-10 08:00:00,T1,6.89,3.27,18.9,0,2025-06-10,8,Tuesday,0.58,-463.7931034482759
2025-06-10 09:00:00,T1,5.35,1.53,36.6,0,2025-06-10,9,Tuesday,3.27,53.21100917431193
2025-06-10 10:00:00,T1,17.35,52.23,28.0,0,2025-06-10,10,Tuesday,1.53,-3313.725490196078
2025-06-10 11:00:00,T1,7.64,4.46,36.6,0,2025-06-10,11,Tuesday,52.23,91.46084625694046
2025-06-10 12:00:00,T1,20.99,92.48,15.1,0,2025-06-10,12,Tuesday,4.46,-1973.5426008968614
2025-06-10 13:00:00,T1,22.98,121.35,44.4,0,2025-06-10,13,Tuesday,92.48,-31.217560553633206
2025-06-10 14:00:00,T1,22.34,111.49,39.6,0,2025-06-10,14,Tuesday,121.35,8.125257519571488
2025-06-10 15:00:00,T1,17.33,52.05,36.9,0,2025-06-10,15,Tuesday,111.49,53.31419858283254
2025-06-10 16:00:00,T1,20.82,90.25,37.0,10,2025-06-10,16,Tuesday,52.05,-73.39097022094141
2025-06-10 17:00:00,T1,12.13,17.85,22.4,0,2025-06-10,17,Tuesday,90.25,80.22160664819945
2025-06-10 18:00:00,T1,7.37,4.0,18.9,0,2025-06-10,18,Tuesday,17.85,77.59103641456583
2025-06-10 19:00:00,T1,11.28,14.35,19.8,0,2025-06-10,19,Tuesday,4.0,-258.75
2025-06-10 20:00:00,T1,16.9,48.27,26.6,0,2025-06-10,20,Tuesday,14.35,-236.3763066202091
2025-06-10 21:00:00,T1,23.56,130.78,42.9,0,2025-06-10,21,Tuesday,48.27,-170.93432773979694
2025-06-10 22:00:00,T1,5.59,1.75,23.4,0,2025-06-10,22,Tuesday,130.78,98.66187490441963
2025-06-10 23:00:00,T1,13.53,24.77,21.0,0,2025-06-10,23,Tuesday,1.75,-1315.4285714285716
2025-06-11 00:00:00,T1,16.58,45.58,24.0,0,2025-06-11,0,Wednesday,24.77,-84.01291885345175
2025-06-11 01:00:00,T1,6.88,3.26,18.9,0,2025-06-11,1,Wednesday,45.58,92.84774023694602
2025-06-11 02:00:00,T1,8.45,6.03,41.4,0,2025-06-11,2,Wednesday,3.26,-84.96932515337426
2025-06-11 03:00:00,T1,8.52,6.18,31.1,0,2025-06-11,3,Wednesday,6.03,-2.4875621890547173
2025-06-11 04:00:00,T1,10.87,12.84,20.0,0,2025-06-11,4,Wednesday,6.18,-107.76699029126213
